fire_year,general_cause_desc,isNaturalCaused,true_cause,assessment_hectares,current_size,fire_spread_rate,fire_type,fire_position_on_slope,weather_conditions_over_fire,temperature,relative_humidity,wind_direction,wind_speed
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,18,50,NW,3
2009,Incendiary,0,Arson Suspected,0.21,0.21,0.8,Surface,Flat,Cloudy,14,28,N,28
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,Clear,17,60,NW,30
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,12,56,NE,5
2009,Recreation,0,Unsafe Fire,0.01,0.05,0,Surface,Bottom,Cloudy,18,27,SE,10
2009,Lightning,1,,3,12.2,3,Crown,Flat,Cloudy,25,30,SW,2
2009,Lightning,1,,1,1,2,Ground,Flat,Cloudy,19,48,NW,6
2009,Lightning,1,,0.5,0.4,0.1,Ground,Flat,CB Wet,22,53,CLM,0
2009,Lightning,1,,0.01,0.01,1,Surface,Flat,Cloudy,24,42,SE,7
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,1,89,SE,7
2009,Resident,0,Unpredictable Event,0.01,0.01,0,Surface,Flat,Clear,29,18,S,2
2009,Resident,0,Permit Related,0.1,0.1,0,Surface,Flat,Cloudy,11.8,31,W,11
2009,Resident,0,Permit Related,0.01,0.01,0,Ground,Bottom,Clear,20,26,SE,20
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Flat,Clear,17,34,NW,12
2009,Lightning,1,,0.2,0.2,0.1,Surface,Flat,Clear,22,30,SE,5
2009,Lightning,1,,0.2,7.6,2,Surface,Bottom,CB Wet,27,29,W,8
2009,Lightning,1,,0.01,0.01,1,Surface,Flat,CB Wet,25,35,NE,10
2009,Lightning,1,,0.1,0.1,1,Surface,Flat,CB Wet,25,35,N,10
2009,Lightning,1,,0.01,0.01,0.1,Ground,Flat,Clear,28,30,E,10
2009,Lightning,1,,0.1,0.1,1,Surface,Flat,CB Dry,27,31,NW,5
2009,Lightning,1,,0.01,0.01,1,Ground,Bottom,CB Dry,25,30,SE,10
2009,Lightning,1,,0.01,0.01,1,Surface,Bottom,CB Dry,25,30,SE,10
2009,Lightning,1,,0.1,0.1,1,Surface,Upper 1/3,CB Wet,25,40,SE,10
2009,Lightning,1,,0.5,0.7,1,Surface,Flat,CB Dry,29,35,W,15
2009,Lightning,1,,3,4.7,5,Crown,Flat,CB Dry,26,30,SW,18
2009,Lightning,1,,5,60.5,7,Crown,Flat,CB Dry,26,35,W,15
2009,Lightning,1,,5,11506.1,5,Crown,Flat,Clear,25,20,SE,10
2009,Lightning,1,,0.5,0.5,3,Surface,Flat,CB Wet,24,30,NW,10
2009,Lightning,1,,0.1,0.01,0.5,Surface,Flat,CB Dry,21,40,E,10
2009,Lightning,1,,30,43.2,1,Surface,Middle 1/3,Clear,25,40,SW,20
2009,Lightning,1,,0.01,7123.5,10,Surface,Flat,CB Dry,22,35,SW,10
2009,Lightning,1,,0.1,0.1,0,Surface,Flat,Clear,20,32,W,5
2009,Lightning,1,,2,4353,5,Crown,Flat,Cloudy,25,27,SE,6
2009,Lightning,1,,0.5,0.1,1,Surface,Flat,Cloudy,20,30,SE,2
2009,Lightning,1,,0.02,0.02,1,Surface,Flat,Cloudy,21,69,CLM,0
2009,Lightning,1,,0.2,0.02,0.2,Ground,Upper 1/3,Cloudy,21,24,SW,15
2009,Resident,0,Permit Related,1.1,2.77,0,Surface,Flat,Clear,10,50,W,10
2009,Incendiary,0,Arson Suspected,0.01,0.01,0.5,Surface,Flat,Cloudy,-2,90,NW,20
2009,Incendiary,0,Arson Suspected,0.7,0.7,1,Surface,Flat,Clear,8,41,CLM,0
2009,Incendiary,0,Arson Suspected,0.01,0.01,3,Surface,Flat,Clear,10,29,NE,15
2009,Incendiary,0,Arson Suspected,0.2,0.2,3,Surface,Lower 1/3,Clear,10,30,NE,15
2009,Resident,0,Burning Substance,0.01,0.01,0,Ground,Flat,Clear,15,38,CLM,0
2009,Resident,0,Burning Substance,0.1,0.1,0,Surface,Flat,Cloudy,12,55,W,2
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,12,49,S,5
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Clear,8,30,NW,10
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Clear,8,30,NW,5
2009,Resident,0,Permit Related,0.01,0.01,0,Ground,Flat,Cloudy,17.5,12,W,10
2009,Lightning,1,,0.03,1,3,Surface,Upper 1/3,CB Dry,20,31,NW,15
2009,Lightning,1,,1,327,4,Surface,Upper 1/3,CB Dry,20,30,NW,15
2009,Lightning,1,,0.5,5113,1,Surface,Flat,Clear,24,46,N,10
2009,Lightning,1,,0.3,1.71,0,Surface,Flat,Clear,22,30,SE,10
2009,Lightning,1,,0.5,1.1,1,Crown,Flat,Clear,28,25,SE,5
2009,Lightning,1,,0.3,163,1,Surface,Flat,Clear,22,30,SE,10
2009,Lightning,1,,0.3,3.6,0.5,Surface,Flat,Clear,29,34,NW,4
2009,Lightning,1,,1,5.3,0.1,Surface,Flat,CB Wet,25,38,N,4
2009,Lightning,1,,0.1,0.1,0.1,Surface,Upper 1/3,Cloudy,20,35,SE,5
2009,Lightning,1,,1,56,0,Surface,Flat,Cloudy,21,37,N,15
2009,Recreation,0,Burning Substance,0.1,1.65,1,Surface,Lower 1/3,Cloudy,18,15,W,10
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Clear,9,40,NW,11
2009,Prescribed Fire,0,Insufficient Buffer,1,720,5,Surface,Flat,Clear,22,11,SW,10
2009,Oil & Gas Industry,0,Insufficient Buffer,0.8,0.6,1,Surface,Flat,Clear,20,29,E,5
2009,Resident,0,Burning Substance,0.01,0.01,0,Surface,Flat,Cloudy,17,50,N,5
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Cloudy,18,35,CLM,0
2009,Resident,0,Unpredictable Event,0.01,0.01,0,Surface,Flat,Clear,21,35,W,10
2009,Lightning,1,,0.01,0.01,0.1,Surface,Flat,CB Wet,13,80,CLM,0
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,16,44,W,10
2009,Lightning,1,,0.1,0.1,0.5,Surface,Flat,CB Wet,21,45,CLM,0
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,20,35,W,6
2009,Recreation,0,Abandoned Fire,1.5,3.1,0.5,Surface,Upper 1/3,Clear,8,35,W,10
2009,Resident,0,Burning Substance,0.2,0.2,0.1,Surface,Lower 1/3,Cloudy,8,30,W,15
2009,Resident,0,Unattended Fire,0.1,0.1,0.1,Surface,Bottom,Cloudy,9,30,W,15
2009,Resident,0,Burning Substance,0.01,0.01,9,Surface,Flat,Clear,15,37,CLM,0
2009,Resident,0,Permit Related,1.2,1.8,0,Surface,Flat,Cloudy,11,58,SW,6
2009,Power Line Industry,0,Burning Substance,6,4.19,0,Surface,Flat,Clear,4,53,W,10
2009,Recreation,0,Burning Substance,0.01,0.01,0,Ground,Flat,Cloudy,3,70,N,25
2009,Resident,0,Burning Substance,1,1.3,0,Surface,Lower 1/3,Clear,20,17,CLM,0
2009,Resident,0,Burning Substance,4,10.1,0.5,Surface,Middle 1/3,Clear,14,41,SE,10
2009,Recreation,0,Burning Substance,2,7.9,0.5,Surface,Lower 1/3,Clear,20,37,NE,4
2009,Resident,0,Unsafe Fire,5,5.29,1,Surface,Middle 1/3,Cloudy,23,24,S,5
2009,Undetermined,0,,1,2.83,0.5,Surface,Flat,Cloudy,18,30,W,15
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Flat,Rainshowers,10,80,NW,20
2009,Incendiary,0,Arson Suspected,0.01,0.01,0,Surface,Flat,Clear,14,50,E,5
2009,Railroad,0,Insufficient Buffer,0.2,0.2,0,Surface,Flat,Clear,15,25,W,5
2009,Resident,0,Permit Related,0.01,0.01,0,Ground,Flat,Clear,16,26,NW,33
2009,Incendiary,0,Arson Suspected,0.01,0.01,0.5,Surface,Flat,CB Dry,20,45,E,7
2009,Lightning,1,,1,4.41,2,Surface,Flat,Cloudy,27,30,E,10
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,Clear,27,25,W,5
2009,Power Line Industry,0,Unpredictable Event,0.01,0.01,0,Surface,Flat,Clear,19,58,SE,2
2009,Lightning,1,,5,5.8,10,Crown,Flat,Clear,25,23,NW,10
2009,Lightning,1,,0.01,0.01,0,Ground,Lower 1/3,Clear,21,60,E,2
2009,Lightning,1,,0.01,0.01,0,Crown,Flat,CB Wet,20,60,SE,10
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,CB Wet,18,30,S,2
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,Clear,20,60,SE,9
2009,Lightning,1,,0.01,0.01,0,Surface,Upper 1/3,Cloudy,23,75,CLM,0
2009,Lightning,1,,0.01,0.01,0.1,Surface,Flat,Clear,20,55,E,5
2009,Lightning,1,,4,39.3,3,Surface,Flat,Clear,19,35,S,12
2009,Lightning,1,,0.01,0.01,0.1,Surface,Flat,Clear,20,35,SE,10
2009,Lightning,1,,0.1,0.1,0.1,Surface,Flat,Clear,17,35,SE,15
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Flat,CB Wet,9,50,CLM,0
2009,Resident,0,Permit Related,0.3,0.3,0,Surface,Flat,Cloudy,17,50,NE,25
2009,Resident,0,Abandoned Fire,0.7,0.7,0.7,Ground,Flat,Cloudy,12,45,NW,15
2009,Resident,0,Permit Related,0.01,0.01,0.1,Surface,Flat,Cloudy,19,27,W,7
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,8,40,NW,5
2009,Recreation,0,Abandoned Fire,0.1,0.1,0,Ground,Flat,Cloudy,3,45,N,5
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Clear,8,30,NW,5
2009,Lightning,1,,0.01,0.01,1,Surface,Flat,Cloudy,10,70,W,5
2009,Oil & Gas Industry,0,Flammable Fluids,0.2,0.2,0,Surface,Flat,Cloudy,8.5,50,SE,13
2009,Incendiary,0,Arson Suspected,0.1,0.23,0.1,Surface,Flat,Clear,19,37,N,10
2009,Lightning,1,,0.2,0.2,0.5,Ground,Flat,Cloudy,21,37,N,5
2009,Lightning,1,,0.1,0.1,0.1,Surface,Flat,Clear,24,30,NW,10
2009,Lightning,1,,0.5,0.4,2,Surface,Flat,Clear,26,47,W,7
2009,Lightning,1,,0.1,0.3,4,Surface,Flat,Cloudy,19,42,NW,12
2009,Lightning,1,,0.3,0.2,0.5,Ground,Upper 1/3,CB Wet,23,30,W,15
2009,Lightning,1,,0.01,0.01,0.1,Surface,Flat,Rainshowers,18,68,CLM,0
2009,Resident,0,Permit Related,0.01,0.01,0,Ground,Flat,Cloudy,18,80,NW,5
2009,Other Industry,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,20,28,W,5
2009,Lightning,1,,0.01,0.01,0,Surface,Lower 1/3,Cloudy,9,88,W,5
2009,Lightning,1,,0.02,0.02,0,Surface,Upper 1/3,Cloudy,12,60,W,5
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Bottom,Cloudy,16,90,NE,15
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Clear,13,86,E,7
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Clear,13,86,E,7
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Rainshowers,9.5,66,NE,14
2009,Incendiary,0,Arson Suspected,0.01,0.01,0,Surface,Flat,Clear,19,40,N,5
2009,Lightning,1,,0.1,0.1,0.1,Ground,Flat,Cloudy,18,62,CLM,0
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Clear,5,40,E,6
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,18,35,W,5
2009,Resident,0,Unsafe Fire,0.01,0.01,0,Surface,Flat,Cloudy,10,25,W,15
2009,Forest Industry,0,Permit Related,0.2,0.2,0,Surface,Flat,Cloudy,6,67,N,5
2009,Incendiary,0,Arson Suspected,0.05,0.01,0.2,Surface,Flat,Cloudy,14,26,W,10
2009,Incendiary,0,Arson Suspected,0.03,0.03,1,Surface,Flat,Clear,14,24,W,15
2009,Incendiary,0,Arson Suspected,0.4,0.4,1,Surface,Flat,Clear,14,24,W,15
2009,Incendiary,0,Arson Suspected,0.3,0.3,1,Surface,Flat,Clear,14,24,W,15
2009,Incendiary,0,Arson Suspected,0.01,0.01,0.5,Surface,Flat,Cloudy,14,24,W,15
2009,Incendiary,0,Arson Suspected,0.5,43,1,Surface,Flat,Clear,14,24,W,15
2009,Incendiary,0,Arson Suspected,0.04,0.05,0.1,Surface,Flat,Cloudy,14,26,W,10
2009,Other Industry,0,Permit Related,0.01,0.01,0,Surface,Flat,Clear,20,15,CLM,0
2009,Undetermined,0,,0.2,0.2,0,Surface,Flat,Clear,15,28,W,3
2009,Prescribed Fire,0,Unattended Fire,0.1,0.1,0.1,Ground,Flat,Clear,18,30,SW,25
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Cloudy,14,40,CLM,0
2009,Recreation,0,Unattended Fire,0.01,0.01,0,Surface,Lower 1/3,Cloudy,19,50,N,10
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Cloudy,8,73,SW,5
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Bottom,Cloudy,16,40,W,15
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,4,61,W,3
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,3,61,W,3
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,CB Wet,12,44,W,5
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,3,61,W,3
2009,Recreation,0,Unattended Fire,0.01,0.01,0,Surface,Lower 1/3,Cloudy,20,50,N,10
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,22,35,W,15
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,4,61,SW,3
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Cloudy,7,70,CLM,0
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Bottom,Clear,20,35,NW,5
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,16,40,W,10
2009,Recreation,0,Abandoned Fire,0.01,0.05,0,Surface,Lower 1/3,Clear,24,23,W,15
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Bottom,Cloudy,8,40,W,10
2009,Lightning,1,,0.03,0.03,1,Surface,Lower 1/3,CB Wet,24,30,N,5
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Flat,Clear,18,77,S,5
2009,Resident,0,Burning Substance,0.05,0.05,0,Surface,Flat,CB Wet,9,50,CLM,0
2009,Lightning,1,,0.01,0.01,0,Ground,Flat,Clear,15,40,NW,10
2009,Recreation,0,Abandoned Fire,0.1,0.1,0,Ground,Upper 1/3,Cloudy,19,50,NW,15
2009,Oil & Gas Industry,0,Burning Substance,0.01,0.01,0,Surface,Flat,Cloudy,19,29,NW,11
2009,Undetermined,0,,0.1,0.1,0,Ground,Flat,Clear,11,34,NE,8
2009,Recreation,0,Unattended Fire,0.01,0.01,0,Surface,Flat,Clear,20,45,W,15
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,CB Dry,23,35,W,40
2009,Lightning,1,,0.01,0.01,1,Surface,Flat,CB Dry,22.6,42,CLM,0
2009,Lightning,1,,0.1,12.28,5,Crown,Flat,Cloudy,22,30,SE,10
2009,Lightning,1,,14.6,839,10,Crown,Flat,CB Dry,25,40,W,8
2009,Power Line Industry,0,Unpredictable Event,0.05,0.05,0,Ground,Flat,Cloudy,26,41,SE,5
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,20,65,NW,3
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,20,40,CLM,0
2009,Lightning,1,,0.15,17.94,0.5,Surface,Upper 1/3,Clear,25,38,NE,15
2009,Lightning,1,,0.3,0.7,1,Surface,Flat,Clear,22,42,NW,10
2009,Lightning,1,,3.5,1.75,2.5,Surface,Flat,Clear,20,40,NE,12
2009,Lightning,1,,0.2,0.2,5,Surface,Flat,Clear,20,43,N,10
2009,Lightning,1,,0.2,0.2,0.5,Crown,Flat,CB Wet,20,67,SE,3
2009,Lightning,1,,0.02,0.03,1,Surface,Flat,Clear,19,74,NW,15
2009,Lightning,1,,0.01,0.01,0,Ground,Flat,Clear,20,76,NW,15
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,CB Wet,17,100,SE,8
2009,Lightning,1,,0.03,0.03,0,Surface,Flat,CB Wet,17,90,CLM,0
2009,Resident,0,Unpredictable Event,0.8,0.8,0.1,Surface,Flat,Clear,23,40,SW,15
2009,Lightning,1,,0.01,0.01,0.1,Surface,Upper 1/3,Clear,10,36,SW,15
2009,Undetermined,0,,0.05,0.05,0,Surface,Bottom,Clear,17,28,W,30
2009,Resident,0,Permit Related,0.9,0.9,0.5,Surface,Flat,Clear,13,21,W,30
2009,Power Line Industry,0,Insufficient Buffer,0.2,0.7,1,Surface,Flat,Clear,20,29,SW,12
2009,Resident,0,Unpredictable Event,0.1,0.1,0.1,Surface,Flat,Cloudy,12,36,CLM,0
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,Rainshowers,14,60,CLM,0
2009,Lightning,1,,0.01,0.01,1,Surface,Flat,CB Wet,17,60,W,5
2009,Lightning,1,,0.01,0.2,1,Surface,Middle 1/3,Rainshowers,12,49,S,2
2009,Lightning,1,,0.01,0.01,1,Surface,Flat,Cloudy,12,49,S,2
2009,Lightning,1,,0.01,0.01,2,Surface,Upper 1/3,Clear,20,30,SE,6
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,17,40,CLM,0
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Upper 1/3,Clear,5,40,CLM,0
2009,Recreation,0,Hot Exhaust,3,3,5,Surface,Lower 1/3,Cloudy,10,40,W,5
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Lower 1/3,Cloudy,20,50,N,10
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Cloudy,14,40,CLM,0
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Cloudy,8,68,CLM,0
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Cloudy,7,70,CLM,0
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Bottom,Rainshowers,1,80,CLM,0
2009,Incendiary,0,Arson Suspected,0.8,0.8,1,Surface,Flat,Clear,15,40,S,5
2009,Incendiary,0,Arson Suspected,0.01,0.01,0.1,Surface,Flat,Clear,15,35,CLM,0
2009,Incendiary,0,Arson Suspected,0.2,0.2,1,Surface,Flat,Clear,19,25,NE,5
2009,Recreation,0,Abandoned Fire,1,3.3,5,Surface,Flat,Clear,15,42,N,21
2009,Resident,0,Burning Substance,0.01,0.01,0,Surface,Flat,Cloudy,16,30,W,10
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,3,52,E,8
2009,Resident,0,Unpredictable Event,0.1,0.3,0.5,Ground,Flat,Clear,26,27,E,11
2009,Incendiary,0,Arson Suspected,0.01,0.02,0,Ground,Flat,Rainshowers,11,68,CLM,0
2009,Resident,0,Permit Related,0.01,0.01,0.1,Surface,Flat,Rainshowers,12,80,NW,16
2009,Forest Industry,0,Burning Substance,0.01,0.01,0,Surface,Middle 1/3,Clear,16,28,NW,8
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Clear,10,35,W,25
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,-3,89,NW,7
2009,Recreation,0,Hot Exhaust,0.01,0.01,1,Surface,Upper 1/3,Clear,25,25,SW,10
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,16,39,CLM,0
2009,Power Line Industry,0,Insufficient Buffer,0.1,0.1,0,Surface,Flat,Clear,25,28,NW,3
2009,Lightning,1,,0.2,0.2,0.1,Surface,Bottom,Clear,24,32,W,3
2009,Railroad,0,Insufficient Buffer,0.03,0.03,0,Surface,Flat,CB Dry,17,30,SW,20
2009,Lightning,1,,0.01,0.01,0.1,Ground,Flat,Cloudy,13,50,SE,5
2009,Recreation,0,Hot Exhaust,0.1,0.1,0.5,Surface,Lower 1/3,Cloudy,19,35,SW,1
2009,Lightning,1,,0.1,0.1,0.1,Ground,Flat,Cloudy,22,56,NW,2
2009,Lightning,1,,0.02,0.02,0.5,Surface,Flat,Clear,23.5,68,NW,1
2009,Resident,0,Permit Related,0.01,0.01,0,Ground,Flat,Cloudy,16.5,45,NW,29
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,20,50,NW,10
2009,Undetermined,0,,0.1,0.1,0,Ground,Flat,Cloudy,17.5,34,NW,5
2009,Resident,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,19.5,35,W,12
2009,Resident,0,Permit Related,0.2,0.3,1,Surface,Flat,Clear,16.5,37,W,5
2009,Resident,0,Permit Related,0.5,0.5,0.1,Surface,Flat,Clear,12,40,E,5
2009,Resident,0,Unpredictable Event,0.2,0.8,2,Surface,Flat,Cloudy,14,27,W,5
2009,Resident,0,Burning Substance,0.01,0.01,0.1,Surface,Flat,Clear,17,30,CLM,0
2009,Resident,0,Burning Substance,0.01,0.01,0.1,Surface,Flat,Clear,17,30,CLM,0
2009,Incendiary,0,Arson Suspected,0.01,0.01,0.5,Surface,Flat,Clear,4,56,E,9
2009,Incendiary,0,Arson Suspected,0.05,0.05,2,Surface,Flat,Clear,12,31,E,14
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,13,67,W,10
2009,Resident,0,Hot Exhaust,0.01,0.01,0,Surface,Flat,Cloudy,21,25,N,15
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,20,13,CLM,0
2009,Recreation,0,Hot Exhaust,0.5,0.2,2,Surface,Flat,Cloudy,14,45,E,20
2009,Power Line Industry,0,Insufficient Buffer,0.6,0.6,2,Surface,Flat,Clear,18,30,W,5
2009,Lightning,1,,0.1,0.2,1,Surface,Upper 1/3,CB Dry,23,38,N,3
2009,Resident,0,Permit Related,0.2,0.2,0,Surface,Lower 1/3,Clear,8,11,E,5
2009,Resident,0,Burning Substance,0.5,0.5,0.1,Surface,Flat,Cloudy,18,48,E,3
2009,Resident,0,Permit Related,0.8,1.25,0.5,Surface,Flat,Cloudy,5,65,CLM,0
2009,Lightning,1,,1,1,1,Surface,Flat,Cloudy,21,35,W,5
2009,Lightning,1,,0.4,0.75,0.5,Surface,Flat,Clear,24,30,N,15
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,20,30,W,10
2009,Lightning,1,,3,2.66,2,Surface,Bottom,Cloudy,24,45,NW,5
2009,Lightning,1,,5,7.26,2,Surface,Flat,Cloudy,22,40,NW,5
2009,Lightning,1,,0.02,0.02,0.5,Surface,Flat,Clear,17,28,SE,2
2009,Lightning,1,,0.02,0.02,0.1,Surface,Flat,Cloudy,24,46,N,7
2009,Lightning,1,,0.01,0.01,0,Surface,Middle 1/3,Cloudy,22.5,42,W,1
2009,Lightning,1,,0.01,0.01,0,Surface,Flat,Cloudy,25,40,SE,12
2009,Lightning,1,,0.4,0.4,0.5,Ground,Flat,CB Dry,21,30,SE,20
2009,Lightning,1,,0.01,0.01,0.5,Ground,Flat,CB Wet,21,30,SE,20
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Flat,Clear,25,40,N,3
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Rainshowers,9.5,66,E,13
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Ground,Flat,Cloudy,12,100,NW,20
2009,Forest Industry,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,0,18,N,5
2009,Forest Industry,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,0,18,N,5
2009,Forest Industry,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,0,18,N,5
2009,Forest Industry,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,0,18,N,5
2009,Forest Industry,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,0,18,N,5
2009,Forest Industry,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,0,18,N,5
2009,Resident,0,Permit Related,0.1,0.1,0,Surface,Flat,Clear,9,38,W,10
2009,Resident,0,Permit Related,0.1,0.1,0,Surface,Flat,Clear,14,26,W,12
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Bottom,Clear,1,28,E,5
2009,Incendiary,0,Arson Suspected,0.3,0.4,6,Surface,Lower 1/3,Cloudy,9,35,NW,15
2009,Resident,0,Unpredictable Event,0.2,0.2,1,Surface,Flat,Clear,9,33,CLM,0
2009,Resident,0,Burning Substance,0.01,0.01,1,Ground,Flat,Clear,5,30,NE,5
2009,Resident,0,Insufficient Buffer,0.01,0.01,0,Surface,Flat,Clear,12,20,N,4
2009,Resident,0,Permit Related,0.5,0.5,1,Surface,Upper 1/3,Clear,17,32,W,10
2009,Resident,0,Permit Related,0.02,0.02,0,Ground,Middle 1/3,Cloudy,5,61,W,10
2009,Recreation,0,Abandoned Fire,0.01,0.01,0,Surface,Flat,Cloudy,16,40,E,20
2009,Lightning,1,,0.1,0.25,0,Surface,Upper 1/3,Clear,20,40,W,10
2009,Resident,0,Hot Exhaust,0.01,0.01,0.1,Surface,Flat,Clear,21,28,W,3
2009,Oil & Gas Industry,0,,0.01,0.1,0.1,Surface,Flat,Clear,21,21,W,3
2009,Power Line Industry,0,Unpredictable Event,1,1.4,0.1,Ground,Flat,Clear,16,50,E,4
2009,Lightning,1,,0.5,67,3,Crown,Flat,Cloudy,18,35,S,10
2009,Lightning,1,,0.01,0.01,4,Surface,Flat,Clear,20,35,CLM,0
2009,Lightning,1,,0.25,0.8,3,Crown,Middle 1/3,CB Dry,24,28,E,10
2009,Lightning,1,,0.2,0.2,1,Ground,Bottom,Clear,31,33,SE,8
2009,Restart,0,,3,4.66,2,Surface,Flat,Clear,25,30,E,5
2008,Other Industry,0,Abandoned Fire,0.2,0.2,0,Surface,Bottom,Cloudy,17,40,NW,10
2008,Oil & Gas Industry,0,Unattended Fire,0.2,0.2,0,Surface,Lower 1/3,Clear,5,40,NW,10
2008,Forest Industry,0,Unattended Fire,0.2,0.2,0.3,Surface,Upper 1/3,Clear,6,30,SW,15
2009,Prescribed Fire,0,Insufficient Buffer,5,4,2,Surface,Middle 1/3,Clear,14,20,W,5
2009,Incendiary,0,Arson Suspected,0.75,0.75,0.5,Surface,Flat,Cloudy,14,30,S,10
2009,Resident,0,Burning Substance,0.1,0.1,0.2,Surface,Flat,Clear,20,45,W,8
2009,Resident,0,Burning Substance,0.45,0.45,0.1,Surface,Flat,Clear,20,45,W,8
2009,Resident,0,Burning Substance,0.1,0.1,0.1,Surface,Flat,Clear,21,43,W,7
2009,Resident,0,Burning Substance,0.2,0.2,0.5,Surface,Flat,Clear,21,43,W,8
2009,Resident,0,Burning Substance,0.1,0.1,0.5,Surface,Flat,Clear,18,34,NE,4
2009,Resident,0,Permit Related,0.01,0.01,0,Surface,Flat,Cloudy,16,37,W,8
